filled_at,symbol,side,shares,price,amount,reason,agent_public_id,run_public_id,experiment_run_public_id,closed_pnl,dir,fee
2025-11-19T21:27:56.586Z,GOOGL,BUY,1.578,294.6500,-464.96,Open Long,,,,0.000000,Open Long,0.139487
2025-11-19T22:14:04.413Z,PLTR,BUY,50.5,173.4900,-8761.25,Open Long,,,,0.000000,Open Long,2.628373
2025-11-19T23:00:25.764Z,AMZN,BUY,19.085,225.0600,-4295.27,Open Long,,,,0.000000,Open Long,3.865737
2025-11-19T23:32:01.506Z,MSFT,SELL,10,491.4400,4914.40,Open Short,,,,0.000000,Open Short,1.474319
2025-11-19T23:32:02.822Z,MSFT,SELL,6,491.4400,2948.64,Open Short,,,,0.000000,Open Short,0.884591
2025-11-19T23:32:06.735Z,MSFT,SELL,4.35,491.4400,2137.76,Open Short,,,,0.000000,Open Short,0.641329
2025-11-20T00:55:35.788Z,GOOGL,SELL,40.71,299.6841,12200.14,Close Long,,,,204.936840,Close Long,10.980123
2025-11-20T01:14:01.971Z,GOOGL,SELL,3.441,299.5000,1030.58,Open Short,,,,0.000000,Open Short,0.309173
2025-11-20T01:14:02.463Z,GOOGL,SELL,10,299.5000,2995.00,Open Short,,,,0.000000,Open Short,0.898499
2025-11-20T01:14:02.974Z,GOOGL,SELL,8.122,299.5000,2432.54,Open Short,,,,0.000000,Open Short,0.729761
2025-11-20T01:14:03.468Z,GOOGL,SELL,0.117,299.5000,35.04,Open Short,,,,0.000000,Open Short,0.010512
2025-11-20T04:05:32.201Z,NVDA,SELL,1.027,197.1200,202.44,Open Short,,,,0.000000,Open Short,0.060732
2025-11-20T04:05:48.106Z,NVDA,SELL,0.26,197.1200,51.25,Open Short,,,,0.000000,Open Short,0.015375
2025-11-20T04:06:08.477Z,NVDA,SELL,39.313,197.1200,7749.38,Open Short,,,,0.000000,Open Short,2.324813
2025-11-20T04:53:11.537Z,AMZN,SELL,19.085,227.6400,4344.51,Close Long,,,,49.239300,Close Long,3.910058
2025-11-20T05:14:49.378Z,PLTR,SELL,50.5,172.5830,8715.44,Close Long,,,,-45.803910,Close Long,7.843894
2025-11-20T06:35:20.862Z,PLTR,SELL,2.95,172.0000,507.40,Open Short,,,,0.000000,Open Short,0.456660
2025-11-20T07:27:26.996Z,PLTR,SELL,2.331,172.0000,400.93,Open Short,,,,0.000000,Open Short,0.120279
2025-11-20T07:27:29.212Z,PLTR,SELL,3.029,172.0000,520.99,Open Short,,,,0.000000,Open Short,0.156296
2025-11-20T07:27:29.325Z,PLTR,SELL,5.814,172.0000,1000.01,Open Short,,,,0.000000,Open Short,0.300002
2025-11-20T07:27:31.025Z,PLTR,SELL,2.04,172.0000,350.88,Open Short,,,,0.000000,Open Short,0.105263
2025-11-20T07:27:32.838Z,PLTR,SELL,2.04,172.0000,350.88,Open Short,,,,0.000000,Open Short,0.105263
2025-11-20T07:27:33.873Z,PLTR,SELL,2.331,172.0000,400.93,Open Short,,,,0.000000,Open Short,0.120279
2025-11-20T07:27:34.471Z,PLTR,SELL,5.814,172.0000,1000.01,Open Short,,,,0.000000,Open Short,0.300002
2025-11-20T07:27:34.682Z,PLTR,SELL,1.022,172.0000,175.78,Open Short,,,,0.000000,Open Short,0.052735
2025-11-20T07:27:36.512Z,PLTR,SELL,1.72,172.0000,295.84,Open Short,,,,0.000000,Open Short,0.088751
2025-11-20T07:27:37.309Z,PLTR,SELL,1.371,172.0000,235.81,Open Short,,,,0.000000,Open Short,0.070743
2025-11-20T07:27:39.373Z,PLTR,SELL,3.057,172.0000,525.80,Open Short,,,,0.000000,Open Short,0.157741
2025-11-20T07:27:39.675Z,PLTR,SELL,5.814,172.0000,1000.01,Open Short,,,,0.000000,Open Short,0.300002
2025-11-20T07:27:41.195Z,PLTR,SELL,1.371,172.0000,235.81,Open Short,,,,0.000000,Open Short,0.070743
2025-11-20T07:27:42.807Z,PLTR,SELL,0.674,172.0000,115.93,Open Short,,,,0.000000,Open Short,0.034778
2025-11-20T07:27:44.531Z,PLTR,SELL,2.709,172.0000,465.95,Open Short,,,,0.000000,Open Short,0.139784
2025-11-20T07:27:45.082Z,PLTR,SELL,5.814,172.0000,1000.01,Open Short,,,,0.000000,Open Short,0.300002
2025-11-20T07:27:46.431Z,PLTR,SELL,2.069,172.0000,355.87,Open Short,,,,0.000000,Open Short,0.106760
2025-11-20T07:27:48.243Z,PLTR,SELL,1.72,172.0000,295.84,Open Short,,,,0.000000,Open Short,0.088751
2025-11-20T07:27:49.922Z,PLTR,SELL,0.09,172.0000,15.48,Open Short,,,,0.000000,Open Short,0.004644
2025-11-20T07:56:59.500Z,GOOGL,BUY,21.68,299.3700,-6490.34,Close Short,,,,2.818400,Close Short,5.841307
2025-11-20T09:17:36.471Z,GOOGL,SELL,3.389,298.0100,1009.96,Open Short,,,,0.000000,Open Short,0.302986
2025-11-20T11:57:05.521Z,XYZ100,BUY,0.37,25004.0000,-9251.48,Open Long,,,,0.000000,Open Long,8.326317
2025-11-20T12:19:58.347Z,XYZ100,SELL,0.37,25012.0000,9254.44,Close Long,,,,2.960000,Close Long,8.328996
2025-11-20T12:30:51.384Z,XYZ100,BUY,0.1845,25022.0000,-4616.56,Open Long,,,,0.000000,Open Long,4.154887
2025-11-20T12:31:00.047Z,XYZ100,BUY,0.0151,25022.0000,-377.83,Open Long,,,,0.000000,Open Long,0.113349
2025-11-20T12:31:00.558Z,XYZ100,BUY,0.1653,25022.0000,-4136.14,Open Long,,,,0.000000,Open Long,1.240840
2025-11-20T12:31:08.073Z,XYZ100,BUY,0.0478,25022.0000,-1196.05,Open Long,,,,0.000000,Open Long,0.358815
2025-11-20T12:31:08.991Z,XYZ100,BUY,0.001,25022.0000,-25.02,Open Long,,,,0.000000,Open Long,0.007506
2025-11-20T12:31:14.024Z,XYZ100,BUY,0.0015,25022.0000,-37.53,Open Long,,,,0.000000,Open Long,0.011259
2025-11-20T12:31:21.266Z,XYZ100,BUY,0.1636,25022.0000,-4093.60,Open Long,,,,0.000000,Open Long,1.228079
2025-11-20T12:31:30.034Z,XYZ100,BUY,0.0211,25022.0000,-527.96,Open Long,,,,0.000000,Open Long,0.158389
2025-11-20T12:31:34.061Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:31:35.336Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:31:38.038Z,XYZ100,BUY,0.0479,25022.0000,-1198.55,Open Long,,,,0.000000,Open Long,0.359566
2025-11-20T12:31:42.320Z,XYZ100,BUY,0.001,25022.0000,-25.02,Open Long,,,,0.000000,Open Long,0.007506
2025-11-20T12:31:44.118Z,XYZ100,BUY,0.0014,25022.0000,-35.03,Open Long,,,,0.000000,Open Long,0.010509
2025-11-20T12:31:45.050Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:31:45.112Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:31:48.259Z,XYZ100,BUY,0.2077,25022.0000,-5197.07,Open Long,,,,0.000000,Open Long,1.559120
2025-11-20T12:31:54.231Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:31:54.635Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:00.044Z,XYZ100,BUY,0.0117,25022.0000,-292.76,Open Long,,,,0.000000,Open Long,0.087827
2025-11-20T12:32:02.945Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:03.141Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:08.031Z,XYZ100,BUY,0.0478,25022.0000,-1196.05,Open Long,,,,0.000000,Open Long,0.358815
2025-11-20T12:32:11.591Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:12.291Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:13.618Z,XYZ100,BUY,0.001,25022.0000,-25.02,Open Long,,,,0.000000,Open Long,0.007506
2025-11-20T12:32:14.019Z,XYZ100,BUY,0.0015,25022.0000,-37.53,Open Long,,,,0.000000,Open Long,0.011259
2025-11-20T12:32:20.878Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:21.672Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:30.024Z,XYZ100,BUY,0.02,25022.0000,-500.44,Open Long,,,,0.000000,Open Long,0.150132
2025-11-20T12:32:31.373Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:31.539Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:38.042Z,XYZ100,BUY,0.0479,25022.0000,-1198.55,Open Long,,,,0.000000,Open Long,0.359566
2025-11-20T12:32:39.230Z,XYZ100,BUY,0.004,25022.0000,-100.09,Open Long,,,,0.000000,Open Long,0.030026
2025-11-20T12:32:44.001Z,XYZ100,BUY,0.0014,25022.0000,-35.03,Open Long,,,,0.000000,Open Long,0.010509
2025-11-20T12:32:45.904Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:46.876Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:51.091Z,XYZ100,BUY,0.001,25022.0000,-25.02,Open Long,,,,0.000000,Open Long,0.007506
2025-11-20T12:32:55.107Z,XYZ100,BUY,0.034,25022.0000,-850.75,Open Long,,,,0.000000,Open Long,0.255224
2025-11-20T12:32:56.200Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:32:57.294Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:33:00.020Z,XYZ100,BUY,0.0159,25022.0000,-397.85,Open Long,,,,0.000000,Open Long,0.119354
2025-11-20T12:33:06.035Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:33:06.237Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:33:08.017Z,XYZ100,BUY,0.0479,25022.0000,-1198.55,Open Long,,,,0.000000,Open Long,0.359566
2025-11-20T12:33:13.976Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:33:14.122Z,XYZ100,BUY,0.0015,25022.0000,-37.53,Open Long,,,,0.000000,Open Long,0.011259
2025-11-20T12:33:14.230Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:33:22.434Z,XYZ100,BUY,0.004,25022.0000,-100.09,Open Long,,,,0.000000,Open Long,0.030026
2025-11-20T12:33:26.944Z,XYZ100,BUY,0.001,25022.0000,-25.02,Open Long,,,,0.000000,Open Long,0.007506
2025-11-20T12:33:30.023Z,XYZ100,BUY,0.0172,25022.0000,-430.38,Open Long,,,,0.000000,Open Long,0.129113
2025-11-20T12:33:31.230Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:33:31.303Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:33:38.001Z,XYZ100,BUY,0.0478,25022.0000,-1196.05,Open Long,,,,0.000000,Open Long,0.358815
2025-11-20T12:33:44.059Z,XYZ100,BUY,0.0014,25022.0000,-35.03,Open Long,,,,0.000000,Open Long,0.010509
2025-11-20T12:34:00.014Z,XYZ100,BUY,0.0151,25022.0000,-377.83,Open Long,,,,0.000000,Open Long,0.113349
2025-11-20T12:34:04.520Z,XYZ100,BUY,0.001,25022.0000,-25.02,Open Long,,,,0.000000,Open Long,0.007506
2025-11-20T12:34:08.045Z,XYZ100,BUY,0.0479,25022.0000,-1198.55,Open Long,,,,0.000000,Open Long,0.359566
2025-11-20T12:34:13.379Z,XYZ100,BUY,0.1347,25022.0000,-3370.46,Open Long,,,,0.000000,Open Long,1.011139
2025-11-20T12:34:14.006Z,XYZ100,BUY,0.0015,25022.0000,-37.53,Open Long,,,,0.000000,Open Long,0.011259
2025-11-20T12:34:30.077Z,XYZ100,BUY,0.0205,25022.0000,-512.95,Open Long,,,,0.000000,Open Long,0.153885
2025-11-20T12:34:37.035Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:34:37.248Z,XYZ100,BUY,0.002,25022.0000,-50.04,Open Long,,,,0.000000,Open Long,0.015013
2025-11-20T12:34:38.042Z,XYZ100,BUY,0.0224,25022.0000,-560.49,Open Long,,,,0.000000,Open Long,0.168147
2025-11-20T13:40:29.740Z,XYZ100,SELL,1.46,25100.4860,36646.71,Close Long,,,,114.589500,Close Long,32.982021
2025-11-20T14:07:43.632Z,XYZ100,BUY,0.64,25158.0000,-16101.12,Open Long,,,,0.000000,Open Long,14.491008
2025-11-20T14:18:16.898Z,XYZ100,SELL,0.64,25132.0000,16084.48,Close Long,,,,-16.640000,Close Long,14.476031
2025-11-20T15:06:28.886Z,XYZ100,BUY,0.5063,25158.0000,-12737.50,Open Long,,,,0.000000,Open Long,3.821248
2025-11-20T15:06:30.190Z,XYZ100,BUY,0.0397,25158.0000,-998.77,Open Long,,,,0.000000,Open Long,0.299631
2025-11-20T15:06:31.158Z,XYZ100,BUY,0.154,25158.0000,-3874.33,Open Long,,,,0.000000,Open Long,1.162299
2025-11-20T15:19:20.293Z,XYZ100,SELL,0.7,25144.0000,17600.80,Close Long,,,,-9.800000,Close Long,15.840720
2025-11-20T15:19:23.812Z,AMZN,BUY,0.279,225.7500,-62.98,Open Long,,,,0.000000,Open Long,0.018895
2025-11-20T16:14:40.875Z,XYZ100,BUY,0.5257,24956.0000,-13119.37,Open Long,,,,0.000000,Open Long,3.935810
2025-11-20T16:14:43.540Z,XYZ100,BUY,0.1219,24956.0000,-3042.14,Open Long,,,,0.000000,Open Long,0.912640
2025-11-20T16:14:44.007Z,XYZ100,BUY,0.0015,24956.0000,-37.43,Open Long,,,,0.000000,Open Long,0.011230
2025-11-20T16:14:44.811Z,XYZ100,BUY,0.002,24956.0000,-49.91,Open Long,,,,0.000000,Open Long,0.014973
2025-11-20T16:14:46.101Z,XYZ100,BUY,0.0489,24956.0000,-1220.35,Open Long,,,,0.000000,Open Long,0.366104
2025-11-20T16:32:24.105Z,XYZ100,SELL,0.7,24795.0000,17356.50,Close Long,,,,-112.700000,Close Long,15.620850
2025-11-20T16:34:41.276Z,TSLA,BUY,17.845,417.6200,-7452.43,Open Long,,,,0.000000,Open Long,2.235728
2025-11-20T16:34:43.313Z,TSLA,BUY,3.073,417.6200,-1283.35,Open Long,,,,0.000000,Open Long,0.385003
2025-11-20T16:34:45.367Z,TSLA,BUY,1,417.6200,-417.62,Open Long,,,,0.000000,Open Long,0.125285
2025-11-20T16:34:48.002Z,TSLA,BUY,0.031,417.6200,-12.95,Open Long,,,,0.000000,Open Long,0.003883
2025-11-20T16:35:04.891Z,TSLA,BUY,0.151,417.6200,-63.06,Open Long,,,,0.000000,Open Long,0.018918
2025-11-20T16:42:17.641Z,NVDA,BUY,40.6,187.0299,-7593.41,Close Short,,,,409.657890,Close Short,6.834071
2025-11-20T16:58:17.661Z,TSLA,SELL,22.1,408.4012,9025.67,Close Long,,,,-203.735060,Close Long,8.123097
2025-11-20T17:11:53.787Z,PLTR,BUY,53.78,158.8900,-8545.10,Close Short,,,,705.055800,Close Short,7.690593
2025-11-20T17:18:48.258Z,AMZN,SELL,0.279,219.6200,61.27,Close Long,,,,-1.710270,Close Long,0.055146
2025-11-20T17:31:17.794Z,GOOGL,BUY,3.389,295.1000,-1000.09,Close Short,,,,9.861990,Close Short,0.900083
2025-11-20T17:31:18.720Z,MSFT,BUY,20.35,482.4749,-9818.37,Close Short,,,,182.438790,Close Short,8.836525
2025-11-20T17:50:34.845Z,PLTR,BUY,1.017,156.4100,-159.07,Open Long,,,,0.000000,Open Long,0.047720
2025-11-20T17:50:38.942Z,PLTR,BUY,25.562,156.4100,-3998.15,Open Long,,,,0.000000,Open Long,1.199445
2025-11-20T17:50:39.642Z,PLTR,BUY,0.426,156.4100,-66.63,Open Long,,,,0.000000,Open Long,0.019989
2025-11-20T18:06:45.044Z,NVDA,SELL,69.33,184.8400,12814.96,Open Short,,,,0.000000,Open Short,11.533461
2025-11-20T18:43:27.024Z,GOOGL,SELL,0.469,294.1000,137.93,Open Short,,,,0.000000,Open Short,0.041379
